MaxTripDistance,zscore_climate,center_year,sex,penguinseq
72.88,-1.155867705990657,6,M,68036
53.43,-1.1021045352309236,6,M,68036
112.68,-0.3476160985029452,6,M,68036
68.67,-0.1687525615579591,10,M,68036
61.14,0.03967094440605326,10,M,68036
63.34,0.6023140897755793,10,M,68036
72.39,1.1932048089781744,10,M,68036
96.61,1.481230940399499,10,M,68036
49.42,-1.0265045376948878,6,M,68040
49.42,-1.0265045376948878,6,M,68040
49.42,-1.0265045376948878,6,M,68040
49.42,-1.0265045376948878,6,M,68040
49.42,-1.0265045376948878,6,M,68040
49.42,-1.0265045376948878,6,M,68040
61.18,-1.5993943055588493,6,M,68040
61.18,-1.5993943055588493,6,M,68040
61.18,-1.5993943055588493,6,M,68040
61.18,-1.5993943055588493,6,M,68040
61.18,-1.5993943055588493,6,M,68040
61.18,-1.5993943055588493,6,M,68040
88.45,-0.3263651970353209,6,M,68040
88.45,-0.3263651970353209,6,M,68040
88.45,-0.3263651970353209,6,M,68040
88.45,-0.3263651970353209,6,M,68040
88.45,-0.3263651970353209,6,M,68040
88.45,-0.3263651970353209,6,M,68040
97.92,0.12895257752228811,6,M,68040
97.92,0.12895257752228811,6,M,68040
97.92,0.12895257752228811,6,M,68040
97.92,0.12895257752228811,6,M,68040
97.92,0.12895257752228811,6,M,68040
97.92,0.12895257752228811,6,M,68040
141.48,-0.6499514014409212,7,M,68042
87.29,-0.9781061337641825,7,M,68042
68.17,-1.890792339112328,7,M,68042
116.9,-0.07768572107866376,7,M,68042
85.38,-0.8784862897762231,8,M,68057
90.13,-0.9178719373433007,8,M,68057
117.96,-0.8847623513968642,8,M,68057
84.46,-0.5804323070748283,8,M,68057
64.85,-0.17983475992611714,8,M,68057
107.32,-0.2997635400415789,8,M,68057
82.14,0.2578165234942617,8,M,68057
75.63,0.47788886056297536,8,M,68057
77.65,-0.08818448543625655,-13,M,7952
115.64,1.518152952459437,-10,M,7952
69.85,1.2300710494791656,-10,M,7952
53.68,1.1559363610574165,-10,M,7952
73.97,1.1087121925793395,-10,M,7952
90.28,1.4953151672915947,-10,M,7952
68.71,1.8798153072862178,-10,M,7952
104.27,1.9334543129853332,-10,M,7952
100.82,-2.3909000367636097,7,M,83646
98.3,-1.8006849349503915,7,M,83646
112.54,0.04671775243463647,7,M,83646
62.53,0.9215062952998165,7,M,83646
80.54,-0.024148891214848697,7,M,83646
134.03,-0.31668494746354137,7,M,83646
53.92,-1.5539479831584277,-13,M,8767
62.23,-1.3829455978967964,-13,M,8767
56.96,-1.7001980150838436,-13,M,8767
78.43,-0.8614347109281041,-13,M,8767
74.9,0.49653947030891504,-13,M,8767
49.36,-0.3391360397586864,-11,F,9989
46.8,0.48438845919786305,-11,F,9989
75.47,0.16531700867527213,-11,F,9989
95.54,-0.47289499825998205,-11,F,9989
74.59,-0.42774338748962926,-11,F,9989
96.97,-0.5949182152071387,-11,F,9989
